Title,Genre,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales
Mortal Kombat X,Fighting,PS4,3.49m,1.94m,0.94m,N/A,0.61m
Mortal Kombat X,Fighting,XOne,1.74m,1.34m,0.23m,N/A,0.18m
Mortal Kombat X,Fighting,PC,0.05m,0.01m,0.04m,N/A,0.00m
IL-2 Sturmovik: Birds of Prey,Simulation,PS3,0.69m,0.34m,0.25m,N/A,0.10m
IL-2 Sturmovik: Birds of Prey,Simulation,X360,0.51m,0.23m,0.23m,N/A,0.05m
Project CARS,Racing,PS4,1.28m,0.29m,0.76m,0.04m,0.19m
Project CARS,Racing,XOne,0.41m,0.21m,0.16m,N/A,0.04m
Project CARS,Racing,PC,0.13m,N/A,0.12m,N/A,0.01m
Project CARS,Racing,X360,N/A,N/A,N/A,N/A,N/A
Project CARS,Racing,PS3,N/A,N/A,N/A,N/A,N/A
Thrillville,Strategy,PS2,0.66m,0.55m,0.02m,N/A,0.09m
Disney Epic Mickey,Platform,Wii,3.02m,2.04m,0.63m,0.12m,0.23m
James Bond 007: Everything or Nothing,Shooter,PS2,2.31m,0.85m,1.06m,0.09m,0.32m
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,MMO,WiiU,0.03m,N/A,N/A,0.03m,N/A
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,MMO,NS,0.03m,N/A,N/A,0.03m,N/A
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,Role-Playing,PS4,0.02m,N/A,N/A,0.02m,N/A
Dull Grey,Visual Novel,NS,N/A,N/A,N/A,N/A,N/A
Dull Grey,Visual Novel,PS4,N/A,N/A,N/A,N/A,N/A
Dull Grey,Visual Novel,XOne,N/A,N/A,N/A,N/A,N/A
The Legend of Zelda: Twilight Princess HD,Action-Adventure,WiiU,1.24m,0.67m,0.37m,0.10m,0.10m
UFC Undisputed 2010,Fighting,PS3,1.42m,0.80m,0.40m,0.02m,0.19m
UFC Undisputed 2010,Fighting,X360,1.32m,0.90m,0.31m,0.00m,0.11m
Sonic Generations,Platform,PS3,1.59m,0.60m,0.72m,0.02m,0.25m
Sonic Generations,Platform,X360,1.39m,0.71m,0.54m,0.00m,0.13m
Sonic Generations,Platform,PC,0.11m,0.02m,0.07m,N/A,0.02m
Fallout: New Vegas,Role-Playing,X360,4.08m,2.67m,1.03m,0.04m,0.34m
Fallout: New Vegas,Role-Playing,PS3,3.17m,1.54m,1.04m,0.10m,0.49m
Fallout: New Vegas,Role-Playing,PC,1.17m,0.59m,0.45m,N/A,0.13m
Madden NFL 2005,Sports,PS2,4.53m,4.18m,0.26m,0.01m,0.08m
Madden NFL 2005,Sports,PC,N/A,N/A,N/A,N/A,N/A
Assassin's Creed: Revelations,Action,PS3,4.23m,1.41m,2.03m,0.10m,0.69m
Assassin's Creed: Revelations,Action,X360,4.22m,2.28m,1.47m,0.04m,0.44m
Assassin's Creed: Revelations,Action,PC,0.76m,0.16m,0.49m,N/A,0.11m
Pirates of the Caribbean,Role-Playing,PC,N/A,N/A,N/A,N/A,N/A
Uncharted 4: A Thief's End,Action,PS4,10.33m,4.49m,3.93m,0.21m,1.70m
Grand Ages: Medieval,Strategy,PS4,0.09m,N/A,0.05m,0.03m,0.01m
Grand Ages: Medieval,Strategy,PC,0.06m,N/A,0.05m,N/A,0.00m
Worms Blast,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
Worms Blast,Puzzle,PS2,N/A,N/A,N/A,N/A,N/A
SingStar,Misc,PS2,1.86m,N/A,1.37m,N/A,0.49m
SingStar,Misc,PS3,1.13m,0.45m,0.56m,N/A,0.12m
Minecraft,Misc,X360,9.82m,5.96m,2.94m,0.02m,0.90m
Minecraft,Misc,PS4,6.33m,1.89m,3.13m,0.35m,0.96m
Minecraft,Misc,PS3,6.05m,2.21m,2.86m,N/A,0.99m
Minecraft,Misc,XOne,5.43m,3.23m,1.71m,N/A,0.49m
Minecraft,Sandbox,NS,1.89m,0.69m,0.56m,0.52m,0.12m
Minecraft,Misc,WiiU,1.47m,0.50m,0.49m,0.38m,0.09m
Minecraft,Misc,PC,N/A,N/A,N/A,N/A,N/A
Don't Starve: Giant Edition,Adventure,XOne,0.04m,0.04m,N/A,N/A,0.00m
Don't Starve: Giant Edition,Adventure,WiiU,N/A,N/A,N/A,N/A,N/A
Don't Starve: Giant Edition,Adventure,PS3,N/A,N/A,N/A,N/A,N/A
Forza Motorsport 6,Racing,XOne,2.02m,0.90m,0.92m,0.04m,0.16m
Madden NFL 13,Sports,X360,2.93m,2.53m,0.16m,N/A,0.24m
Madden NFL 13,Sports,PS3,2.71m,2.12m,0.24m,N/A,0.36m
Madden NFL 13,Sports,Wii,0.52m,0.47m,N/A,N/A,0.05m
Madden NFL 13,Sports,WiiU,0.23m,0.21m,N/A,N/A,0.02m
The Incredibles,Action,PS2,2.37m,0.96m,1.08m,0.04m,0.30m
The Incredibles,Action,PC,0.00m,N/A,0.00m,N/A,0.00m
EyeToy Play,Misc,PS2,4.20m,0.88m,2.30m,0.20m,0.83m
Goblin Commander: Unleash the Horde,Strategy,PS2,0.17m,0.08m,0.07m,N/A,0.02m
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,PS2,1.67m,1.08m,0.45m,N/A,0.14m
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,PC,N/A,N/A,N/A,N/A,N/A
Injustice: Gods Among Us,Fighting,X360,1.42m,0.97m,0.31m,N/A,0.14m
Injustice: Gods Among Us,Fighting,PS3,1.28m,0.50m,0.56m,0.01m,0.21m
Injustice: Gods Among Us,Fighting,WiiU,0.20m,0.09m,0.09m,0.00m,0.02m
Injustice: Gods Among Us,Fighting,PC,N/A,N/A,N/A,N/A,N/A
Sonic Forces,Platform,NS,0.74m,0.39m,0.27m,0.01m,0.06m
Sonic Forces,Platform,PS4,0.56m,0.15m,0.31m,0.01m,0.09m
Sonic Forces,Platform,XOne,0.29m,0.15m,0.11m,N/A,0.03m
Sonic Forces,Platform,PC,N/A,N/A,N/A,N/A,N/A
Just Dance 2014,Music,Wii,3.89m,1.91m,1.66m,N/A,0.33m
Just Dance 2014,Music,X360,1.03m,0.75m,0.18m,N/A,0.10m
Just Dance 2014,Music,WiiU,0.64m,0.34m,0.25m,N/A,0.06m
Just Dance 2014,Music,XOne,0.48m,0.31m,0.12m,N/A,0.04m
Just Dance 2014,Music,PS4,0.47m,0.21m,0.18m,N/A,0.08m
Just Dance 2014,Music,PS3,0.39m,0.17m,0.15m,N/A,0.07m
Zumba Fitness,Sports,Wii,6.76m,3.47m,2.62m,N/A,0.67m
Zumba Fitness,Sports,X360,2.39m,1.74m,0.45m,N/A,0.20m
Zumba Fitness,Sports,PS3,0.57m,0.28m,0.21m,N/A,0.07m
The SpongeBob SquarePants Movie,Platform,PS2,1.76m,1.06m,0.54m,N/A,0.16m
The SpongeBob SquarePants Movie,Platform,PC,0.00m,0.00m,N/A,N/A,0.00m
Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,X360,1.00m,0.57m,0.33m,0.01m,0.09m
Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,PS3,0.98m,0.34m,0.44m,0.06m,0.15m
Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,PC,0.21m,0.06m,0.14m,N/A,0.02m
Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,WiiU,0.13m,0.04m,0.07m,N/A,0.01m
Armikrog,Adventure,WiiU,N/A,N/A,N/A,N/A,N/A
Armikrog,Adventure,PS4,N/A,N/A,N/A,N/A,N/A
Armikrog,Adventure,PC,N/A,N/A,N/A,N/A,N/A
Tekken 5,Fighting,PS2,3.87m,0.93m,1.94m,0.31m,0.70m
Jak and Daxter: The Precursor Legacy,Platform,PS2,3.64m,2.08m,1.09m,0.15m,0.33m
Jak and Daxter: The Precursor Legacy,Misc,PS3,N/A,N/A,N/A,N/A,N/A
Jak and Daxter: The Precursor Legacy,Platform,PS4,N/A,N/A,N/A,N/A,N/A
Dance Central,Music,X360,3.18m,2.15m,0.76m,0.01m,0.26m
FIFA Soccer 2005,Sports,PS2,3.70m,0.58m,2.48m,0.04m,0.59m
FIFA Soccer 2005,Sports,PC,0.00m,N/A,0.00m,N/A,0.00m
Tank! Tank! Tank!,Misc,WiiU,0.07m,0.02m,0.01m,0.05m,0.00m
Ratchet & Clank: All 4 One,Platform,PS3,1.15m,0.75m,0.22m,0.05m,0.13m
Street Fighter V,Fighting,PS4,1.39m,0.64m,0.42m,0.12m,0.22m
Street Fighter V,Fighting,PC,0.07m,0.00m,0.06m,N/A,0.00m
Dance Dance Revolution: Hottest Party,Simulation,Wii,2.07m,1.35m,0.53m,N/A,0.19m
Halo 5: Guardians,Shooter,XOne,4.92m,2.94m,1.49m,0.03m,0.45m
South Park: The Fractured But Whole,Role-Playing,PS4,1.43m,0.62m,0.57m,N/A,0.24m
South Park: The Fractured But Whole,Role-Playing,XOne,0.62m,0.40m,0.17m,N/A,0.06m
South Park: The Fractured But Whole,Role-Playing,NS,0.14m,0.08m,0.05m,N/A,0.01m
South Park: The Fractured But Whole,Role-Playing,PC,0.09m,0.05m,0.03m,N/A,0.01m
Angel Love Online,MMO,PS3,N/A,N/A,N/A,N/A,N/A
The Last of Us Remastered,Action-Adventure,PS4,6.77m,2.70m,2.86m,0.11m,1.10m
Tekken 6,Fighting,PS3,2.77m,1.20m,0.97m,0.17m,0.42m
Tekken 6,Fighting,X360,1.30m,0.71m,0.41m,0.05m,0.13m
L no Kisetsu 2: Invisible Memories,Visual Novel,PS2,N/A,N/A,N/A,N/A,N/A
Disney Infinity 3.0,Action,PS4,0.85m,0.31m,0.40m,N/A,0.14m
Disney Infinity 3.0,Action,PS3,0.56m,0.22m,0.25m,N/A,0.09m
Disney Infinity 3.0,Action,WiiU,0.55m,0.27m,0.23m,N/A,0.05m
Disney Infinity 3.0,Action,X360,0.53m,0.30m,0.19m,N/A,0.05m
Disney Infinity 3.0,Action,XOne,0.46m,0.30m,0.12m,N/A,0.04m
Disney Infinity 3.0,Action,PC,N/A,N/A,N/A,N/A,N/A
Uncharted: The Nathan Drake Collection,Action,PS4,5.70m,2.55m,2.11m,0.10m,0.94m
Super Robot Taisen Impact,Strategy,PS2,0.65m,N/A,N/A,0.65m,N/A
Super Robot Taisen Z,Strategy,PS2,0.50m,N/A,N/A,0.50m,N/A
Tricky Towers,Puzzle,PS4,0.02m,0.02m,N/A,N/A,0.00m
Tricky Towers,Strategy,PC,N/A,N/A,N/A,N/A,N/A
Tricky Towers,Puzzle,XOne,N/A,N/A,N/A,N/A,N/A
FIFA 16,Sports,PS4,8.22m,1.15m,5.77m,0.07m,1.23m
FIFA 16,Sports,XOne,3.25m,0.92m,2.10m,N/A,0.24m
FIFA 16,Sports,PS3,2.55m,0.43m,1.68m,0.05m,0.38m
FIFA 16,Sports,X360,1.59m,0.59m,0.88m,N/A,0.12m
FIFA 16,Sports,PC,0.21m,0.07m,0.13m,N/A,0.02m
Wii Sports Club,Sports,WiiU,0.38m,0.17m,0.14m,0.04m,0.03m
Sonic Adventure DX: Director's Cut,Platform,PC,0.00m,N/A,0.00m,N/A,0.00m
Metal Gear Solid 3: Snake Eater,Action-Adventure,PS2,4.23m,1.46m,0.00m,0.83m,1.93m
Metal Gear Solid 3: Snake Eater,Misc,PS3,N/A,N/A,N/A,N/A,N/A
Metal Gear Solid 3: Snake Eater,Misc,X360,N/A,N/A,N/A,N/A,N/A
Tekken Tag Tournament 2,Fighting,PS3,0.86m,0.28m,0.33m,0.13m,0.12m
Tekken Tag Tournament 2,Fighting,X360,0.34m,0.19m,0.11m,0.01m,0.03m
Tekken Tag Tournament 2,Fighting,WiiU,0.19m,0.09m,0.07m,0.01m,0.01m
World Soccer Winning Eleven 9,Sports,PS2,4.06m,0.12m,2.26m,0.90m,0.77m
World Soccer Winning Eleven 9,Sports,PC,0.00m,N/A,0.00m,N/A,0.00m
Just Dance 4,Music,Wii,6.89m,4.05m,2.21m,N/A,0.62m
Just Dance 4,Music,X360,1.21m,0.90m,0.19m,N/A,0.12m
Just Dance 4,Music,PS3,0.45m,0.26m,0.11m,N/A,0.08m
Just Dance 4,Music,WiiU,0.38m,0.21m,0.14m,N/A,0.03m
SoulCalibur VI,Fighting,PS4,0.71m,0.44m,0.11m,0.04m,0.12m
SoulCalibur VI,Fighting,XOne,0.30m,0.26m,0.01m,N/A,0.03m
SoulCalibur VI,Fighting,PC,N/A,N/A,N/A,N/A,N/A
Naruto Shippuden: Clash of Ninja Revolution III,Fighting,Wii,0.51m,0.44m,0.04m,N/A,0.04m
Rhythm Heaven Fever,Music,Wii,0.89m,0.11m,N/A,0.77m,0.01m
Rhythm Heaven Fever,Music,Wii,0.00m,N/A,0.00m,N/A,0.00m
Lifeless Planet,Puzzle,XOne,N/A,N/A,N/A,N/A,N/A
Lifeless Planet,Misc,PC,N/A,N/A,N/A,N/A,N/A
Zoo Tycoon (2013),Simulation,XOne,0.48m,0.25m,0.18m,N/A,0.04m
Zoo Tycoon (2013),Simulation,X360,0.08m,0.02m,0.06m,N/A,0.01m
Need for Speed Carbon,Racing,X360,1.65m,0.76m,0.69m,0.02m,0.18m
Need for Speed Carbon,Racing,PS2,1.34m,1.22m,0.05m,0.05m,0.01m
Need for Speed Carbon,Racing,Wii,1.28m,0.45m,0.66m,0.02m,0.15m
Need for Speed Carbon,Racing,PS3,1.24m,0.49m,0.51m,0.03m,0.20m
Need for Speed Carbon,Racing,PC,0.05m,N/A,0.04m,N/A,0.01m
Rise of the Tomb Raider,Adventure,PS4,2.07m,0.61m,1.08m,0.05m,0.32m
Rise of the Tomb Raider,Adventure,XOne,1.58m,0.61m,0.82m,0.03m,0.12m
Rise of the Tomb Raider,Adventure,X360,0.37m,0.21m,0.12m,N/A,0.03m
Rise of the Tomb Raider,Adventure,PC,0.15m,N/A,0.14m,N/A,0.01m
The Voice,Music,WiiU,0.12m,0.11m,0.00m,N/A,0.01m
The Voice,Music,X360,0.11m,0.10m,N/A,N/A,0.01m
The Voice,Music,PS3,0.07m,0.06m,N/A,N/A,0.01m
The Voice,Music,Wii,0.00m,N/A,0.00m,N/A,0.00m
God of War (2018),Action,PS4,6.15m,2.83m,2.17m,0.13m,1.02m
Donkey Kong Country Returns,Platform,Wii,6.50m,3.19m,1.81m,1.03m,0.47m
The Inner World: The Last Wind Monk,Puzzle,PS4,0.02m,0.02m,N/A,N/A,0.00m
The Inner World: The Last Wind Monk,Puzzle,XOne,0.02m,0.01m,N/A,N/A,0.00m
The Inner World: The Last Wind Monk,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
Endless Ocean,Adventure,Wii,1.06m,0.43m,0.46m,0.09m,0.09m
Assassin's Creed II,Action,PS3,5.57m,2.54m,1.95m,0.21m,0.86m
Assassin's Creed II,Action,X360,5.30m,3.14m,1.55m,0.08m,0.52m
Assassin's Creed II,Action,PC,0.54m,0.01m,0.45m,N/A,0.07m
Katamari Forever,Puzzle,PS3,0.41m,0.26m,0.05m,0.06m,0.04m
Star Wars Episode III: Revenge of the Sith,Action,PS2,3.32m,1.47m,1.39m,0.03m,0.43m
Mortal Kombat: Deadly Alliance,Fighting,PS2,2.49m,1.81m,0.52m,N/A,0.15m
LEGO Pirates of the Caribbean: The Video Game,Action,Wii,1.57m,0.73m,0.69m,N/A,0.15m
LEGO Pirates of the Caribbean: The Video Game,Action,X360,1.04m,0.54m,0.40m,N/A,0.10m
LEGO Pirates of the Caribbean: The Video Game,Action,PS3,0.96m,0.36m,0.44m,N/A,0.16m
LEGO Pirates of the Caribbean: The Video Game,Action,PC,0.04m,0.04m,N/A,N/A,0.00m
Catherine,Puzzle,PS3,0.71m,0.30m,0.15m,0.20m,0.06m
Catherine,Puzzle,X360,0.31m,0.20m,0.06m,0.03m,0.02m
WipEout Omega Collection,Racing,PS4,0.72m,0.12m,0.49m,N/A,0.11m
Mario & Sonic at the Olympic Winter Games,Sports,Wii,4.54m,1.87m,1.97m,0.22m,0.48m
Chariot,Adventure,PC,N/A,N/A,N/A,N/A,N/A
Chariot,Adventure,XOne,N/A,N/A,N/A,N/A,N/A
Chariot,Adventure,PS4,N/A,N/A,N/A,N/A,N/A
Chariot,Adventure,WiiU,N/A,N/A,N/A,N/A,N/A
Taiko no Tatsujin Wii: Super Deluxe Edition,Music,Wii,0.66m,N/A,N/A,0.66m,N/A
Skylanders SWAP Force,Platform,Wii,2.19m,1.23m,0.77m,N/A,0.19m
Skylanders SWAP Force,Platform,X360,1.36m,0.88m,0.35m,N/A,0.13m
Skylanders SWAP Force,Misc,PS3,1.10m,0.46m,0.46m,N/A,0.18m
Skylanders SWAP Force,Platform,WiiU,0.61m,0.39m,0.16m,N/A,0.06m
Skylanders SWAP Force,Misc,PS4,0.44m,0.23m,0.14m,N/A,0.08m
Skylanders SWAP Force,Misc,XOne,0.35m,0.25m,0.07m,N/A,0.03m
Sesame Street: Once Upon A Monster,Education,X360,0.52m,0.39m,0.09m,N/A,0.04m
Donkey Kong Country: Tropical Freeze,Platform,WiiU,1.71m,0.74m,0.68m,0.16m,0.13m
Donkey Kong Country: Tropical Freeze,Platform,NS,1.69m,0.71m,0.61m,0.26m,0.12m
WWF SmackDown! Just Bring It,Fighting,PS2,2.79m,1.19m,1.15m,0.04m,0.41m
Final Fantasy XIV: A Realm Reborn,MMO,PS4,0.79m,0.35m,0.23m,0.08m,0.12m
Steins;Gate: Darling of Loving Vows,Visual Novel,X360,0.08m,N/A,N/A,0.08m,N/A
Steins;Gate: Darling of Loving Vows,Visual Novel,PS3,0.02m,N/A,N/A,0.02m,N/A
Cooking Mama: Cook Off,Simulation,Wii,2.89m,1.41m,1.12m,0.05m,0.30m
Fast Racing Neo,Racing,WiiU,0.01m,N/A,0.01m,N/A,0.00m
Bomberman: Act Zero,Puzzle,X360,0.04m,0.04m,0.00m,N/A,0.00m
Super Mario Maker,Platform,WiiU,3.45m,1.27m,0.94m,1.03m,0.21m
Worms 3D,Strategy,PS2,0.12m,0.06m,0.05m,N/A,0.02m
Worms 3D,Strategy,PC,0.00m,N/A,0.00m,N/A,0.00m
My Arctic Farm,Simulation,WiiU,N/A,N/A,N/A,N/A,N/A
Mortal Kombat vs DC Universe,Fighting,PS3,2.05m,1.52m,0.29m,N/A,0.25m
Mortal Kombat vs DC Universe,Fighting,X360,1.99m,1.58m,0.23m,N/A,0.18m
Dragon Quest X: Inishie no Ryuu no Denshou Online,MMO,WiiU,N/A,N/A,N/A,N/A,N/A
Xenoblade Chronicles,Role-Playing,Wii,0.92m,0.43m,0.25m,0.16m,0.07m
FIFA 19,Sports,PS4,9.15m,0.84m,6.87m,0.10m,1.34m
FIFA 19,Sports,XOne,2.22m,0.56m,1.50m,N/A,0.16m
FIFA 19,Sports,NS,0.75m,0.18m,0.47m,0.06m,0.05m
FIFA 19,Sports,X360,0.06m,N/A,0.06m,N/A,0.00m
FIFA 19,Sports,PS3,0.04m,N/A,0.03m,N/A,0.01m
FIFA 19,Sports,PC,N/A,N/A,N/A,N/A,N/A
Forza Motorsport,Racing,PC,N/A,N/A,N/A,N/A,N/A
LEGO Star Wars: The Complete Saga,Action,Wii,5.66m,3.57m,1.57m,N/A,0.52m
LEGO Star Wars: The Complete Saga,Action,X360,2.59m,1.53m,0.83m,N/A,0.24m
LEGO Star Wars: The Complete Saga,Action,PS3,2.31m,1.02m,0.93m,N/A,0.36m
LEGO Star Wars: The Complete Saga,Misc,PC,N/A,N/A,N/A,N/A,N/A
Transformers: Prime,Fighting,WiiU,0.13m,0.09m,0.03m,N/A,0.01m
Transformers: Prime,Fighting,Wii,0.01m,N/A,0.01m,N/A,0.00m
Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,Visual Novel,PS3,0.04m,N/A,N/A,0.04m,N/A
Just Dance 2016,Music,Wii,1.11m,0.43m,0.58m,N/A,0.09m
Just Dance 2016,Music,WiiU,0.60m,0.29m,0.25m,N/A,0.05m
Just Dance 2016,Music,PS4,0.39m,0.19m,0.13m,N/A,0.07m
Just Dance 2016,Music,XOne,0.38m,0.30m,0.04m,N/A,0.04m
Just Dance 2016,Music,X360,0.36m,0.26m,0.06m,N/A,0.04m
Just Dance 2016,Music,PS3,0.22m,0.12m,0.06m,N/A,0.04m
Mass Effect: Andromeda,Role-Playing,PS4,1.49m,0.58m,0.67m,N/A,0.25m
Mass Effect: Andromeda,Role-Playing,XOne,0.78m,0.50m,0.20m,N/A,0.07m
Mass Effect: Andromeda,Role-Playing,PC,0.13m,0.04m,0.08m,N/A,0.01m
Angry Birds: Star Wars,Puzzle,PS3,0.30m,0.10m,0.15m,N/A,0.05m
Angry Birds: Star Wars,Puzzle,X360,0.28m,0.16m,0.10m,N/A,0.02m
Angry Birds: Star Wars,Puzzle,Wii,0.27m,0.15m,0.10m,N/A,0.02m
Angry Birds: Star Wars,Puzzle,PS4,0.23m,0.11m,0.09m,N/A,0.04m
Angry Birds: Star Wars,Puzzle,XOne,0.16m,0.11m,0.04m,N/A,0.02m
Angry Birds: Star Wars,Puzzle,WiiU,0.10m,0.05m,0.04m,N/A,0.01m
Angry Birds: Star Wars,Puzzle,PC,0.00m,N/A,0.00m,N/A,0.00m
Star Wars Battlefront II (2017),Shooter,PS4,4.53m,1.70m,1.99m,0.12m,0.73m
Star Wars Battlefront II (2017),Shooter,XOne,1.92m,1.15m,0.59m,N/A,0.17m
Star Wars Battlefront II (2017),Shooter,PC,0.05m,0.02m,0.02m,N/A,0.00m
The Witcher 3: Wild Hunt,Role-Playing,PS4,5.39m,1.48m,2.82m,0.28m,0.81m
The Witcher 3: Wild Hunt,Role-Playing,XOne,1.74m,0.97m,0.61m,0.01m,0.15m
The Witcher 3: Wild Hunt,Role-Playing,PC,0.91m,0.29m,0.55m,N/A,0.07m
ESPN NBA 2K5,Sports,PS2,1.59m,1.26m,0.12m,N/A,0.21m
Tales of Symphonia: Dawn of the New World,Role-Playing,Wii,0.52m,0.21m,0.05m,0.24m,0.02m
Tales of Symphonia: Dawn of the New World,Misc,PS3,N/A,N/A,N/A,N/A,N/A
Crash Bandicoot: The Wrath of Cortex,Platform,PS2,5.42m,2.07m,2.29m,0.24m,0.82m
R.U.S.E.,Strategy,PS3,0.50m,0.18m,0.22m,0.02m,0.08m
R.U.S.E.,Strategy,X360,0.27m,0.12m,0.11m,0.00m,0.02m
R.U.S.E.,Strategy,PC,0.26m,0.04m,0.19m,N/A,0.03m
Red Dead Redemption,Action,PS3,6.57m,2.82m,2.58m,0.17m,1.00m
Red Dead Redemption,Action,X360,6.50m,3.77m,2.03m,0.09m,0.60m
Dragon Age: Inquisition,Role-Playing,PS4,2.34m,1.07m,0.80m,0.08m,0.38m
Dragon Age: Inquisition,Role-Playing,XOne,0.99m,0.63m,0.27m,0.00m,0.09m
Dragon Age: Inquisition,Role-Playing,PC,0.78m,0.38m,0.33m,N/A,0.07m
Dragon Age: Inquisition,Role-Playing,PS3,0.61m,0.27m,0.18m,0.06m,0.09m
Dragon Age: Inquisition,Role-Playing,X360,0.53m,0.36m,0.12m,N/A,0.05m
SOCOM: U.S. Navy SEALs,Shooter,PS2,3.65m,2.53m,0.81m,0.06m,0.24m
Call of Duty: Finest Hour,Shooter,PS2,2.89m,1.51m,1.12m,0.01m,0.24m
One Night Stand,Visual Novel,PS4,N/A,N/A,N/A,N/A,N/A
One Night Stand,Visual Novel,XOne,N/A,N/A,N/A,N/A,N/A
One Night Stand,Visual Novel,NS,N/A,N/A,N/A,N/A,N/A
One Night Stand,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
SD Gundam: Gashapon Wars,Strategy,Wii,0.03m,N/A,N/A,0.03m,N/A
Shadow of the Tomb Raider,Action-Adventure,PS4,1.74m,0.59m,0.82m,0.06m,0.27m
Shadow of the Tomb Raider,Action-Adventure,XOne,0.78m,0.46m,0.25m,N/A,0.07m
Shadow of the Tomb Raider,Action-Adventure,PC,N/A,N/A,N/A,N/A,N/A
Madden NFL 2002,Sports,PS2,3.08m,2.50m,0.16m,0.01m,0.42m
Madden NFL 2002,Sports,PC,N/A,N/A,N/A,N/A,N/A
Rock Band 2,Misc,X360,2.20m,1.78m,0.24m,N/A,0.18m
Rock Band 2,Misc,PS3,1.50m,1.13m,0.20m,N/A,0.16m
Rock Band 2,Misc,Wii,1.02m,0.93m,0.01m,N/A,0.08m
Rock Band 2,Misc,PS2,0.59m,0.29m,0.23m,N/A,0.08m
The Walking Dead: Season Two,Misc,PS4,0.30m,0.13m,0.09m,0.03m,0.05m
The Walking Dead: Season Two,Misc,PS3,0.19m,0.09m,0.06m,N/A,0.03m
The Walking Dead: Season Two,Misc,XOne,0.14m,0.08m,0.05m,N/A,0.01m
The Walking Dead: Season Two,Adventure,X360,0.10m,0.04m,0.05m,N/A,0.01m
The Walking Dead: Season Two,Misc,PC,N/A,N/A,N/A,N/A,N/A
The Walking Dead: Season Two,Shooter,NS,N/A,N/A,N/A,N/A,N/A
Skylanders: Trap Team,Platform,Wii,0.95m,0.41m,0.46m,N/A,0.08m
Skylanders: Trap Team,Platform,X360,0.91m,0.55m,0.27m,N/A,0.08m
Skylanders: Trap Team,Action-Adventure,WiiU,0.75m,0.42m,0.26m,N/A,0.07m
Skylanders: Trap Team,Platform,PS3,0.70m,0.28m,0.30m,N/A,0.12m
Skylanders: Trap Team,Platform,PS4,0.52m,0.25m,0.18m,N/A,0.09m
Skylanders: Trap Team,Platform,XOne,0.45m,0.34m,0.07m,N/A,0.04m
Fantavision,Puzzle,PS2,0.47m,0.14m,0.11m,0.19m,0.04m
Dead Rising 4,Action-Adventure,XOne,0.73m,0.41m,0.25m,N/A,0.06m
Dead Rising 4,Action-Adventure,PC,N/A,N/A,N/A,N/A,N/A
MySims Kingdom,Simulation,Wii,1.52m,0.70m,0.64m,0.01m,0.16m
Internal Invasion,Strategy,WiiU,N/A,N/A,N/A,N/A,N/A
Toy Story 3: The Video Game,Action,Wii,1.39m,0.63m,0.62m,N/A,0.14m
Toy Story 3: The Video Game,Action,PS3,1.09m,0.51m,0.41m,N/A,0.17m
Toy Story 3: The Video Game,Action,X360,0.76m,0.41m,0.27m,N/A,0.07m
Toy Story 3: The Video Game,Action,PC,0.00m,N/A,0.00m,N/A,0.00m
Spintires: MudRunner,Simulation,PS4,0.28m,0.11m,0.12m,N/A,0.05m
Spintires: MudRunner,Simulation,XOne,0.15m,0.11m,0.02m,N/A,0.01m
Spintires: MudRunner,Simulation,PC,0.01m,N/A,0.00m,N/A,0.00m
Oddworld: Munch's Oddysee,Platform,PC,N/A,N/A,N/A,N/A,N/A
Advance Wars: Dual Strike,Strategy,WiiU,N/A,N/A,N/A,N/A,N/A
LEGO Indiana Jones: The Original Adventures,Adventure,X360,3.76m,2.40m,1.01m,N/A,0.36m
LEGO Indiana Jones: The Original Adventures,Adventure,Wii,2.35m,1.51m,0.62m,N/A,0.22m
LEGO Indiana Jones: The Original Adventures,Adventure,PS2,1.37m,0.60m,0.01m,N/A,0.76m
LEGO Indiana Jones: The Original Adventures,Adventure,PS3,1.03m,0.44m,0.43m,N/A,0.17m
LEGO Indiana Jones: The Original Adventures,Adventure,PC,0.04m,0.02m,0.02m,N/A,0.00m
Forza Motorsport 4,Racing,X360,4.60m,2.08m,1.98m,0.06m,0.49m
Halo 4,Shooter,X360,9.96m,6.72m,2.36m,0.04m,0.83m
Wii Party,Misc,Wii,8.41m,1.75m,3.51m,2.49m,0.66m
Mega Man Battle Network,Role-Playing,WiiU,N/A,N/A,N/A,N/A,N/A
Kung-Fu Heroes,Fighting,WiiU,N/A,N/A,N/A,N/A,N/A
Brave: The Video Game,Action-Adventure,Wii,0.01m,N/A,0.01m,N/A,0.00m
